Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,A13: Area,B13: Area,C13: Area,D13: Area,E13: Area,F13: Area,G13: Area,H13: Area,I13: Area,J13: Area,K13: Area,L13: Area,M13: Area,N13: Area,O13: Area,Score A10,Coverage A10,# Peptides A10,# PSM A10,Score B10,Coverage B10,# Peptides B10,# PSM B10,Score C10,Coverage C10,# Peptides C10,# PSM C10,Score D10,Coverage D10,# Peptides D10,# PSM D10,Score E10,Coverage E10,# Peptides E10,# PSM E10,Score F10,Coverage F10,# Peptides F10,# PSM F10,Score G10,Coverage G10,# Peptides G10,# PSM G10,Score H10,Coverage H10,# Peptides H10,# PSM H10,Score I10,Coverage I10,# Peptides I10,# PSM I10,Score J10,Coverage J10,# Peptides J10,# PSM J10,Score K10,Coverage K10,# Peptides K10,# PSM K10,Score L10,Coverage L10,# Peptides L10,# PSM L10,Score M10,Coverage M10,# Peptides M10,# PSM M10,Score N10,Coverage N10,# Peptides N10,# PSM N10,Score O10,Coverage O10,# Peptides O10,# PSM O10,# AAs,MW [kDa],calc. pI
Q8N163,Cell cycle and apoptosis regulator protein 2 OS=Homo sapiens OX=9606 GN=CCAR2 PE=1 SV=2 - [CCAR2_HUMAN],3.58,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.222E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,3.58,1,1,,,,,,,,,,,,,,,,,923,102.8,5.22
Q8IWZ8,SURP and G-patch domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SUGP1 PE=1 SV=2 - [SUGP1_HUMAN],3.57,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,9.981E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90 ,3.57,2,2,,,,,645,72.4,7.61
Q9NQW6,Anillin OS=Homo sapiens OX=9606 GN=ANLN PE=1 SV=2 - [ANLN_HUMAN],3.56,1,4,4,7,0.000E0,3.367E6,2.297E6,0.000E0,0.000E0,0.000E0,0.000E0,1.449E6,0.000E0,0.000E0,2.687E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,1.81 ,0.89,1,1,4.39 ,2.67,3,3,,,,,,,,,,,,,,,,,1.64 ,1.69,2,2,,,,,,,,,2.39 ,0.89,1,1,,,,,,,,,,,,,,,,,1124,124.1,8.07
P31943,Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens OX=9606 GN=HNRNPH1 PE=1 SV=4 - [HNRH1_HUMAN],3.56,2,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,6.564E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,3.56,1,1,,,,,449,49.2,6.30
Q9NUP9,Protein lin-7 homolog C OS=Homo sapiens OX=9606 GN=LIN7C PE=1 SV=1 - [LIN7C_HUMAN],3.55,2,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.844E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,3.55,1,1,,,,,197,21.8,8.43
Q08357,Sodium-dependent phosphate transporter 2 OS=Homo sapiens OX=9606 GN=SLC20A2 PE=1 SV=1 - [S20A2_HUMAN],3.53,1,2,2,2,0.000E0,0.000E0,3.916E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,1.64 ,3.53,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652,70.3,6.54
P07948,Tyrosine-protein kinase Lyn OS=Homo sapiens OX=9606 GN=LYN PE=1 SV=3 - [LYN_HUMAN],3.52,23,1,2,4,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,7.062E6,0.000E0,0.000E0,9.627E6,0.000E0,8.966E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.11 ,1.95,1,1,,,,,,,,,5.76 ,3.52,2,2,,,,,2.11 ,1.56,1,1,,,,,512,58.5,7.11
O94760,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 OS=Homo sapiens OX=9606 GN=DDAH1 PE=1 SV=3 - [DDAH1_HUMAN]",3.51,1,1,1,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.109E6,0.000E0,0.000E0,1.642E6,0.000E0,0.000E0,1.441E6,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,0.00 ,3.51,1,1,,,,,,,,,0.00 ,3.51,1,1,,,,,,,,,0.00 ,3.51,1,1,,,,,,,,,,,,,285,31.1,5.81
Q3V6T2,Girdin OS=Homo sapiens OX=9606 GN=CCDC88A PE=1 SV=2 - [GRDN_HUMAN],3.47,1,6,6,8,0.000E0,0.000E0,3.577E6,0.000E0,0.000E0,1.368E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.381E6,0.000E0,0.000E0,0.000E0,,,,,,,,,3.82 ,2.24,4,4,,,,,,,,,1.86 ,1.07,2,2,,,,,,,,,1.79 ,0.69,1,1,,,,,,,,,0.00 ,0.69,1,1,,,,,,,,,,,,,1871,215.9,6.21
P11388,DNA topoisomerase 2-alpha OS=Homo sapiens OX=9606 GN=TOP2A PE=1 SV=3 - [TOP2A_HUMAN],3.46,1,5,5,5,0.000E0,6.689E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.209E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.203E7,0.000E0,,,,,2.29 ,0.52,1,1,,,,,,,,,,,,,,,,,,,,,0.00 ,1.11,2,2,,,,,,,,,,,,,,,,,,,,,2.19 ,1.83,2,2,,,,,1531,174.3,8.72
O95372,Acyl-protein thioesterase 2 OS=Homo sapiens OX=9606 GN=LYPLA2 PE=1 SV=1 - [LYPA2_HUMAN],3.46,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.711E6,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25 ,3.46,1,1,,,,,,,,,,,,,231,24.7,7.23
Q8N6T3,ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2 - [ARFG1_HUMAN],3.45,1,1,1,7,0.000E0,5.954E6,1.105E7,0.000E0,0.000E0,1.397E7,0.000E0,7.470E6,1.370E7,0.000E0,0.000E0,1.065E7,0.000E0,1.216E7,0.000E0,,,,,3.24 ,3.45,1,1,3.07 ,3.45,1,1,,,,,,,,,3.66 ,3.45,1,1,,,,,1.94 ,3.45,1,1,3.64 ,3.45,1,1,,,,,,,,,0.00 ,3.45,1,1,,,,,3.49 ,3.45,1,1,,,,,406,44.6,5.66
Q9UPS8,Ankyrin repeat domain-containing protein 26 OS=Homo sapiens OX=9606 GN=ANKRD26 PE=1 SV=3 - [ANR26_HUMAN],3.45,1,6,6,11,0.000E0,0.000E0,2.968E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.817E6,0.000E0,0.000E0,3.334E6,0.000E0,0.000E0,0.000E0,,,,,,,,,2.02 ,0.82,1,1,,,,,,,,,1.84 ,0.53,1,1,,,,,,,,,4.86 ,2.34,4,4,,,,,,,,,6.42 ,2.87,5,5,,,,,,,,,,,,,1709,196.2,5.72
Q96R06,Sperm-associated antigen 5 OS=Homo sapiens OX=9606 GN=SPAG5 PE=1 SV=2 - [SPAG5_HUMAN],3.44,1,3,3,4,0.000E0,4.831E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.214E6,0.000E0,0.000E0,6.359E6,0.000E0,0.000E0,1.207E7,0.000E0,,,,,2.38 ,1.09,1,1,,,,,,,,,,,,,,,,,,,,,0.00 ,1.09,1,1,,,,,,,,,2.49 ,1.26,1,1,,,,,,,,,0.00 ,1.26,1,1,,,,,1193,134.3,5.00
Q86UE4,Protein LYRIC OS=Homo sapiens OX=9606 GN=MTDH PE=1 SV=2 - [LYRIC_HUMAN],3.44,1,2,2,4,0.000E0,4.864E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.237E6,0.000E0,0.000E0,2.994E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,4.62 ,3.44,2,2,,,,,,,,,,,,,,,,,,,,,2.38 ,1.89,1,1,,,,,,,,,2.10 ,1.89,1,1,,,,,,,,,,,,,,,,,582,63.8,9.32
Q29RF7,Sister chromatid cohesion protein PDS5 homolog A OS=Homo sapiens OX=9606 GN=PDS5A PE=1 SV=1 - [PDS5A_HUMAN],3.44,1,3,3,4,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.968E6,0.000E0,0.000E0,2.760E6,0.000E0,0.000E0,4.992E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98 ,0.97,1,1,,,,,,,,,2.33 ,0.97,1,1,,,,,,,,,2.33 ,2.47,2,2,,,,,1337,150.7,7.91
Q96C24,Synaptotagmin-like protein 4 OS=Homo sapiens OX=9606 GN=SYTL4 PE=1 SV=2 - [SYTL4_HUMAN],3.43,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.869E6,0.000E0,0.000E0,4.214E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,1.94 ,1.49,1,1,,,,,,,,,0.00 ,1.94,1,1,,,,,,,,,,,,,,,,,,,,,,,,,671,76.0,8.98
Q14684,Ribosomal RNA processing protein 1 homolog B OS=Homo sapiens OX=9606 GN=RRP1B PE=1 SV=3 - [RRP1B_HUMAN],3.43,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.024E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,8.618E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.10 ,1.45,1,1,,,,,,,,,,,,,,,,,,,,,2.05 ,1.98,1,1,,,,,758,84.4,9.76
Q96S59,Ran-binding protein 9 OS=Homo sapiens OX=9606 GN=RANBP9 PE=1 SV=1 - [RANB9_HUMAN],3.43,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,3.43,1,1,,,,,729,77.8,6.79
Q13106,Zinc finger protein 154 OS=Homo sapiens OX=9606 GN=ZNF154 PE=2 SV=3 - [ZN154_HUMAN],3.43,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.542E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,3.43,1,1,,,,,437,49.8,8.81
O75976,Carboxypeptidase D OS=Homo sapiens OX=9606 GN=CPD PE=1 SV=2 - [CBPD_HUMAN],3.41,1,4,4,9,0.000E0,0.000E0,6.913E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,8.422E6,0.000E0,0.000E0,7.399E6,0.000E0,0.000E0,0.000E0,,,,,,,,,11.87 ,3.41,4,4,,,,,,,,,,,,,,,,,,,,,5.94 ,1.81,2,2,,,,,,,,,8.61 ,2.68,3,3,,,,,,,,,,,,,1380,152.8,6.05
O94913,Pre-mRNA cleavage complex 2 protein Pcf11 OS=Homo sapiens OX=9606 GN=PCF11 PE=1 SV=3 - [PCF11_HUMAN],3.41,1,5,5,8,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.340E6,0.000E0,0.000E0,3.965E6,0.000E0,0.000E0,1.113E7,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75 ,1.35,2,2,,,,,,,,,0.00 ,1.99,3,3,,,,,,,,,4.54 ,2.12,3,3,,,,,1555,172.9,8.48
O15534,Period circadian protein homolog 1 OS=Homo sapiens OX=9606 GN=PER1 PE=1 SV=2 - [PER1_HUMAN],3.41,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.195E7,0.000E0,0.000E0,7.967E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59 ,2.25,1,1,,,,,,,,,2.45 ,1.16,1,1,,,,,1290,136.1,6.09
O14763,Tumor necrosis factor receptor superfamily member 10B OS=Homo sapiens OX=9606 GN=TNFRSF10B PE=1 SV=2 - [TR10B_HUMAN],3.41,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.476E7,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00 ,3.41,1,1,,,,,,,,,,,,,440,47.8,5.55
Q96RU3,Formin-binding protein 1 OS=Homo sapiens OX=9606 GN=FNBP1 PE=1 SV=2 - [FNBP1_HUMAN],3.40,1,2,2,7,0.000E0,0.000E0,4.338E6,0.000E0,0.000E0,3.477E6,0.000E0,0.000E0,4.767E6,0.000E0,0.000E0,4.395E6,0.000E0,6.338E6,0.000E0,,,,,,,,,5.67 ,3.40,2,2,,,,,,,,,1.77 ,1.78,1,1,,,,,,,,,1.77 ,1.78,1,1,,,,,,,,,4.48 ,3.40,2,2,,,,,1.79 ,1.78,1,1,,,,,617,71.3,5.72
P35251,Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1 PE=1 SV=4 - [RFC1_HUMAN],3.40,1,3,3,7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.484E6,0.000E0,0.000E0,7.757E6,0.000E0,0.000E0,1.716E7,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08 ,3.40,3,3,,,,,,,,,5.17 ,2.79,2,2,,,,,,,,,4.18 ,2.79,2,2,,,,,1148,128.2,9.36
Q9BRD0,BUD13 homolog OS=Homo sapiens OX=9606 GN=BUD13 PE=1 SV=1 - [BUD13_HUMAN],3.39,1,2,2,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.445E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,7.364E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,1.78,1,1,,,,,,,,,,,,,,,,,,,,,2.18 ,3.39,2,2,,,,,619,70.5,9.86
Q6UX04,Peptidyl-prolyl cis-trans isomerase CWC27 homolog OS=Homo sapiens OX=9606 GN=CWC27 PE=1 SV=1 - [CWC27_HUMAN],3.39,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.247E7,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.76 ,3.39,1,1,,,,,472,53.8,5.80
Q5T8P6,RNA-binding protein 26 OS=Homo sapiens OX=9606 GN=RBM26 PE=1 SV=3 - [RBM26_HUMAN],3.38,1,2,4,9,0.000E0,0.000E0,0.000E0,0.000E0,1.752E6,0.000E0,0.000E0,2.475E7,0.000E0,0.000E0,3.008E6,0.000E0,0.000E0,5.733E7,0.000E0,,,,,,,,,,,,,,,,,1.94 ,1.29,1,1,,,,,,,,,2.54 ,1.99,2,2,,,,,,,,,7.33 ,3.28,3,3,,,,,,,,,10.79 ,2.58,3,3,,,,,1007,113.5,9.16
Q6ZSR9,Uncharacterized protein FLJ45252 OS=Homo sapiens OX=9606 PE=2 SV=2 - [YJ005_HUMAN],3.38,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.091E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63 ,3.38,1,1,,,,,355,38.0,5.26
O14917,Protocadherin-17 OS=Homo sapiens OX=9606 GN=PCDH17 PE=2 SV=2 - [PCD17_HUMAN],3.36,1,3,3,7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.361E6,0.000E0,4.397E6,2.862E6,0.000E0,6.651E6,2.999E6,0.000E0,1.099E7,0.000E0,,,,,,,,,0.00 ,1.64,1,1,,,,,,,,,1.99 ,0.86,1,1,,,,,2.14 ,0.86,1,1,0.00 ,0.86,1,1,,,,,4.91 ,1.64,1,1,0.00 ,0.86,1,1,,,,,2.09 ,0.86,1,1,,,,,1159,126.2,5.19
Q9BY77,Polymerase delta-interacting protein 3 OS=Homo sapiens OX=9606 GN=POLDIP3 PE=1 SV=2 - [PDIP3_HUMAN],3.33,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.982E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45 ,3.33,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,46.1,9.99
O15061,Synemin OS=Homo sapiens OX=9606 GN=SYNM PE=1 SV=2 - [SYNEM_HUMAN],3.32,1,4,4,5,0.000E0,0.000E0,0.000E0,0.000E0,1.301E6,0.000E0,0.000E0,2.978E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.210E6,0.000E0,,,,,,,,,,,,,,,,,2.64 ,0.83,1,1,,,,,,,,,4.56 ,1.47,2,2,,,,,,,,,,,,,,,,,,,,,4.19 ,1.85,2,2,,,,,1565,172.7,5.16
P18846,Cyclic AMP-dependent transcription factor ATF-1 OS=Homo sapiens OX=9606 GN=ATF1 PE=1 SV=2 - [ATF1_HUMAN],3.32,2,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,2.606E5,0.000E0,0.000E0,6.918E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,0.00 ,3.32,1,1,,,,,,,,,2.21 ,3.32,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,29.2,8.37
Q15011,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein OS=Homo sapiens OX=9606 GN=HERPUD1 PE=1 SV=1 - [HERP1_HUMAN],3.32,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.986E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,3.32,1,1,,,,,,,,,,,,,,,,,,,,,,,,,391,43.7,5.25
P31944,Caspase-14 OS=Homo sapiens OX=9606 GN=CASP14 PE=1 SV=2 - [CASPE_HUMAN],3.31,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.024E7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57 ,3.31,1,1,,,,,,,,,,,,,,,,,,,,,242,27.7,5.58
Q14676,Mediator of DNA damage checkpoint protein 1 OS=Homo sapiens OX=9606 GN=MDC1 PE=1 SV=3 - [MDC1_HUMAN],3.30,1,4,4,6,0.000E0,5.728E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.065E6,0.000E0,0.000E0,2.057E6,0.000E0,0.000E0,9.066E6,0.000E0,,,,,3.36 ,0.43,1,1,,,,,,,,,,,,,,,,,,,,,4.56 ,1.87,2,2,,,,,,,,,2.83 ,1.48,2,2,,,,,,,,,2.38 ,0.43,1,1,,,,,2089,226.5,5.47
Q03164,Histone-lysine N-methyltransferase 2A OS=Homo sapiens OX=9606 GN=KMT2A PE=1 SV=5 - [KMT2A_HUMAN],3.30,2,9,9,15,0.000E0,5.163E6,0.000E0,0.000E0,1.588E6,0.000E0,0.000E0,6.067E6,0.000E0,0.000E0,5.736E6,0.000E0,0.000E0,1.215E7,0.000E0,,,,,4.47 ,0.53,2,2,,,,,,,,,2.09 ,0.35,1,1,,,,,,,,,4.64 ,1.21,4,4,,,,,,,,,5.67 ,1.21,4,4,,,,,,,,,4.13 ,1.84,4,4,,,,,3969,431.5,9.09
Q9BXA5,Succinate receptor 1 OS=Homo sapiens OX=9606 GN=SUCNR1 PE=1 SV=2 - [SUCR1_HUMAN],3.29,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,3.29,1,1,,,,,,,,,,,,,334,38.7,8.98
Q27J81,Inverted formin-2 OS=Homo sapiens OX=9606 GN=INF2 PE=1 SV=2 - [INF2_HUMAN],3.28,1,3,3,6,0.000E0,0.000E0,4.295E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.502E6,0.000E0,0.000E0,4.120E6,0.000E0,0.000E0,0.000E0,,,,,,,,,1.82 ,1.52,1,1,,,,,,,,,,,,,,,,,,,,,4.09 ,1.76,2,2,,,,,,,,,0.00 ,2.24,2,3,,,,,,,,,,,,,1249,135.5,5.38
Q9BWU0,Kanadaptin OS=Homo sapiens OX=9606 GN=SLC4A1AP PE=1 SV=1 - [NADAP_HUMAN],3.27,1,2,2,8,0.000E0,3.863E6,0.000E0,0.000E0,1.281E6,0.000E0,0.000E0,3.156E6,0.000E0,0.000E0,3.830E6,0.000E0,0.000E0,4.128E6,0.000E0,,,,,5.37 ,3.27,2,2,,,,,,,,,2.38 ,1.76,1,1,,,,,,,,,3.67 ,3.27,2,2,,,,,,,,,3.66 ,1.76,1,1,,,,,,,,,6.71 ,3.27,2,2,,,,,796,88.8,5.19
P23229,Integrin alpha-6 OS=Homo sapiens OX=9606 GN=ITGA6 PE=1 SV=5 - [ITA6_HUMAN],3.27,1,3,3,6,0.000E0,0.000E0,6.572E6,0.000E0,0.000E0,4.266E6,0.000E0,0.000E0,4.933E6,0.000E0,0.000E0,5.465E6,0.000E0,0.000E0,0.000E0,,,,,,,,,1.80 ,2.65,2,2,,,,,,,,,1.97 ,0.62,1,1,,,,,,,,,2.28 ,2.65,2,2,,,,,,,,,2.80 ,1.24,1,1,,,,,,,,,,,,,1130,126.5,6.61
Q8NCN4,E3 ubiquitin-protein ligase RNF169 OS=Homo sapiens OX=9606 GN=RNF169 PE=1 SV=2 - [RN169_HUMAN],3.25,1,2,2,7,0.000E0,1.422E6,0.000E0,0.000E0,1.309E6,0.000E0,0.000E0,3.940E6,0.000E0,0.000E0,3.947E6,0.000E0,0.000E0,5.873E6,0.000E0,,,,,2.41 ,1.69,1,1,,,,,,,,,2.35 ,1.55,1,1,,,,,,,,,5.48 ,3.25,2,2,,,,,,,,,3.13 ,1.55,1,1,,,,,,,,,5.74 ,3.25,2,2,,,,,708,77.1,9.10
Q8N4C8,Misshapen-like kinase 1 OS=Homo sapiens OX=9606 GN=MINK1 PE=1 SV=2 - [MINK1_HUMAN],3.23,2,3,4,14,9.912E5,0.000E0,7.041E6,2.914E6,0.000E0,6.347E6,0.000E0,0.000E0,6.748E6,0.000E0,0.000E0,5.391E6,1.196E6,0.000E0,0.000E0,1.89 ,0.60,1,1,,,,,11.90 ,3.23,4,4,2.58 ,0.75,1,1,,,,,5.09 ,1.35,2,2,,,,,,,,,7.77 ,2.63,3,3,,,,,,,,,3.33 ,1.65,2,2,1.83 ,0.98,1,1,,,,,,,,,1332,149.7,7.85
Q96CX6,Leucine-rich repeat-containing protein 58 OS=Homo sapiens OX=9606 GN=LRRC58 PE=1 SV=2 - [LRC58_HUMAN],3.23,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.580E6,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00 ,3.23,1,1,,,,,,,,,,,,,371,40.6,6.84
Q9BYJ9,YTH domain-containing family protein 1 OS=Homo sapiens OX=9606 GN=YTHDF1 PE=1 SV=1 - [YTHD1_HUMAN],3.22,3,2,2,5,0.000E0,7.631E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.528E7,0.000E0,0.000E0,1.435E7,0.000E0,0.000E0,1.382E7,0.000E0,,,,,2.66 ,1.61,1,1,,,,,,,,,,,,,,,,,,,,,2.09 ,1.61,1,1,,,,,,,,,2.84 ,1.61,1,1,,,,,,,,,2.55 ,3.22,2,2,,,,,559,60.8,8.79
Q5VZK9,F-actin-uncapping protein LRRC16A OS=Homo sapiens OX=9606 GN=CARMIL1 PE=1 SV=1 - [CARL1_HUMAN],3.21,1,4,4,6,0.000E0,0.000E0,2.480E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.557E6,0.000E0,0.000E0,3.785E6,0.000E0,0.000E0,0.000E0,,,,,,,,,2.53 ,1.46,2,2,,,,,,,,,,,,,,,,,,,,,0.00 ,0.58,1,1,,,,,,,,,4.02 ,2.63,3,3,,,,,,,,,,,,,1371,151.5,7.85
Q9NZZ3,Charged multivesicular body protein 5 OS=Homo sapiens OX=9606 GN=CHMP5 PE=1 SV=1 - [CHMP5_HUMAN],3.20,1,1,1,1,0.000E0,1.811E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,0.00 ,3.20,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,24.6,4.83
Q9H7N4,"Splicing factor, arginine/serine-rich 19 OS=Homo sapiens OX=9606 GN=SCAF1 PE=1 SV=3 - [SFR19_HUMAN]",3.20,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,8.912E6,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.44 ,3.20,2,2,,,,,1312,139.2,9.25
