Visible?,Starred?,Identified Proteins (2330),Accession Number,Alternate ID,Molecular Weight,Protein Grouping Ambiguity,T-Test (p-value): (p < 0.05),Fold Change by Category,Quantitative Profile,Taxonomy,A13: Area,B13: Area,C13: Area,D13: Area,E13: Area,F13: Area,G13: Area,H13: Area,I13: Area,J13: Area,K13: Area,L13: Area,M13: Area,N13: Area,O13: Area
TRUE,Empty,Translation initiation factor eIF-2B subunit gamma OS=Homo sapiens OX=9606 GN=EIF2B3 PE=1 SV=1,Q9NR50,EIF2B3,50 kDa,,0.66,1.2,[],unknown,1.05E+08,2.67E+08,1.47E+08,0,2.46E+08,2.47E+08,0,1.26E+08,2.70E+08,2.91E+08,2.41E+08,1.06E+08,3.37E+08,1.27E+08,0
TRUE,Empty,NADP-dependent malic enzyme OS=Homo sapiens OX=9606 GN=ME1 PE=1 SV=1,P48163,ME1,64 kDa,,0.61,1.3,[],unknown,4.57E+07,1.81E+08,1.26E+08,6.12E+07,2.71E+08,1.83E+08,6.56E+07,6.28E+07,3.65E+08,1.93E+08,5.52E+07,6.16E+07,5.46E+07,1.02E+08,0
TRUE,Empty,"FAST kinase domain-containing protein 2, mitochondrial OS=Homo sapiens OX=9606 GN=FASTKD2 PE=1 SV=1",Q9NYY8,FASTKD2,81 kDa,,0.29,1.8,[],unknown,0,6.88E+07,0,4.71E+07,1.29E+08,9.38E+07,0,7.27E+07,1.39E+08,1.37E+08,2.06E+08,6.24E+07,1.85E+08,2.19E+08,1.45E+08
TRUE,Empty,F-actin-capping protein subunit alpha-2 OS=Homo sapiens OX=9606 GN=CAPZA2 PE=1 SV=3,P47755,CAPZA2,33 kDa,TRUE,0.33,2,[],unknown,6.75E+07,8.95E+07,3.22E+07,0,3.76E+08,2.26E+08,0,6.69E+07,4.86E+08,3.69E+08,4.14E+08,2.05E+08,3.67E+08,5.77E+08,5.05E+08
TRUE,Empty,Basic leucine zipper and W2 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=BZW2 PE=1 SV=1,Q9Y6E2,BZW2,48 kDa,TRUE,0.0043,INF,"1st low, 2nd high",unknown,0,0,0,0,0,1.09E+08,2.95E+07,2.73E+07,7.75E+07,5.89E+07,4.61E+07,0,5.63E+07,5.25E+07,0
TRUE,Empty,"Inorganic pyrophosphatase 2, mitochondrial OS=Homo sapiens OX=9606 GN=PPA2 PE=1 SV=2",Q9H2U2,PPA2,38 kDa,,0.14,1.5,[],unknown,4.05E+08,3.34E+08,4.22E+08,0,3.48E+08,4.35E+08,4.52E+08,5.42E+08,4.01E+08,3.64E+08,4.99E+08,1.84E+07,0,0,3.33E+08
TRUE,Empty,Poly(A)-specific ribonuclease PARN OS=Homo sapiens OX=9606 GN=PARN PE=1 SV=1,O95453,PARN,73 kDa,,0.71,1.1,[],unknown,7.27E+07,6.40E+07,3.53E+07,4.28E+07,1.37E+08,2.99E+07,1.22E+08,1.26E+08,5.97E+07,6.49E+07,1.92E+08,5.47E+07,8.16E+07,1.04E+08,1.13E+08
TRUE,Empty,"39S ribosomal protein L45, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL45 PE=1 SV=2",Q9BRJ2,MRPL45,35 kDa,,0.64,0.8,[],unknown,1.98E+08,5.16E+07,1.42E+08,0,3.23E+08,1.49E+08,1.08E+08,1.41E+08,1.28E+08,4.60E+07,2.47E+08,1.48E+08,1.68E+08,2.59E+08,9.67E+07
TRUE,Empty,Gamma-glutamylcyclotransferase OS=Homo sapiens OX=9606 GN=GGCT PE=1 SV=1,O75223,GGCT,21 kDa,,0.064,0.5,[],unknown,3.25E+08,2.39E+08,1.62E+08,1.19E+08,2.66E+08,4.40E+07,9.43E+07,2.40E+08,8.13E+07,1.19E+08,5.10E+07,2.68E+08,1.55E+08,2.17E+08,1.65E+08
TRUE,Empty,Partner of Y14 and mago OS=Homo sapiens OX=9606 GN=PYM1 PE=1 SV=1,Q9BRP8,PYM1,23 kDa,,0.18,0.7,[],unknown,1.38E+08,6.90E+07,1.76E+08,1.62E+08,1.83E+08,1.35E+08,1.13E+08,1.49E+08,4.44E+07,8.17E+07,2.33E+08,2.54E+08,5.92E+07,2.41E+08,2.12E+08
TRUE,Empty,Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens OX=9606 GN=FAM120A PE=1 SV=2,Q9NZB2,FAM120A,122 kDa,TRUE,0.98,1,[],unknown,4.57E+07,1.02E+08,2.34E+07,1.02E+08,5.54E+07,9.72E+07,2.69E+07,9.68E+07,5.63E+07,4.88E+07,1.52E+08,1.32E+08,1.13E+08,7.40E+07,9.94E+07
TRUE,Empty,Serine/threonine-protein kinase 26 OS=Homo sapiens OX=9606 GN=STK26 PE=1 SV=2,Q9P289,STK26,47 kDa,,0.0074,3.2,"1st low, 2nd high",unknown,2.00E+07,1.19E+08,8.24E+07,0,7.71E+07,1.07E+08,2.70E+08,2.45E+08,1.52E+08,1.84E+08,9.13E+07,3.45E+07,1.08E+08,3.25E+07,9.66E+07
TRUE,Empty,GPI-anchor transamidase OS=Homo sapiens OX=9606 GN=PIGK PE=1 SV=2,Q92643,PIGK,45 kDa,,0.74,0.9,[],unknown,5.08E+07,6.64E+07,9.39E+07,0,7.87E+07,4.48E+07,0,4.64E+07,8.48E+07,7.61E+07,1.48E+08,4.41E+07,1.44E+08,1.20E+08,1.14E+08
TRUE,Empty,Transmembrane protein 43 OS=Homo sapiens OX=9606 GN=TMEM43 PE=1 SV=1,Q9BTV4,TMEM43,45 kDa,,0.16,0.4,[],unknown,1.49E+08,1.54E+08,3.02E+08,0,4.38E+08,2.04E+08,5.86E+07,5157100,1.23E+08,0,1.66E+08,2.44E+08,3.16E+08,4.99E+08,2.05E+08
TRUE,Empty,"Acyl-CoA dehydrogenase family member 9, mitochondrial OS=Homo sapiens OX=9606 GN=ACAD9 PE=1 SV=1",Q9H845,ACAD9,69 kDa,,0.47,1.8,[],unknown,0,4.27E+07,2.80E+07,4.88E+07,1.95E+08,1.82E+08,4.24E+07,0,3.54E+07,3.06E+08,2.02E+08,1.18E+08,1.22E+08,1.53E+08,1.44E+08
TRUE,Empty,Chromobox protein homolog 5 OS=Homo sapiens OX=9606 GN=CBX5 PE=1 SV=1,P45973,CBX5,22 kDa,,0.41,1.6,[],unknown,2.07E+07,2.37E+08,1.43E+08,0,4.16E+08,2.03E+08,0,2.95E+08,3.63E+08,4.14E+08,5.03E+08,2.74E+08,5.05E+08,6.27E+08,5.22E+08
TRUE,Empty,Kinesin-like protein KIF2C OS=Homo sapiens OX=9606 GN=KIF2C PE=1 SV=2,Q99661,KIF2C,81 kDa,,0.079,2.3,[],unknown,4.99E+07,0,5.17E+07,0,1.12E+08,1.03E+08,5.09E+07,6.22E+07,1.33E+08,1.51E+08,1.02E+08,5.53E+07,1.20E+08,1.28E+08,5.39E+07
TRUE,Empty,Bcl-2-associated transcription factor 1 OS=Homo sapiens OX=9606 GN=BCLAF1 PE=1 SV=2,Q9NYF8,BCLAF1,106 kDa,TRUE,0.026,3.6,"1st low, 2nd high",unknown,0,4.25E+07,1.15E+08,4.12E+07,0,1.16E+08,2.26E+08,6.59E+07,9.75E+07,2.09E+08,1.60E+08,3.85E+07,1.08E+08,1.35E+08,3.42E+08
TRUE,Empty,Elongator complex protein 2 OS=Homo sapiens OX=9606 GN=ELP2 PE=1 SV=2,Q6IA86,ELP2,92 kDa,,0.6,1.2,[],unknown,1.34E+08,0,8.74E+07,7.13E+07,1.66E+08,5.37E+07,1.65E+08,1.04E+08,1.70E+08,6.75E+07,0,0,4.06E+07,0,4.55E+07
TRUE,Empty,Ubiquitin carboxyl-terminal hydrolase 24 OS=Homo sapiens OX=9606 GN=USP24 PE=1 SV=3,Q9UPU5,USP24,294 kDa,,0.026,11,"1st low, 2nd high",unknown,0,0,0,2.81E+07,0,1.82E+07,2.32E+07,7.12E+07,1.32E+08,7.59E+07,5.64E+07,0,1.06E+08,9.83E+07,1.42E+07
TRUE,Empty,Disabled homolog 2 OS=Homo sapiens OX=9606 GN=DAB2 PE=1 SV=3,P98082,DAB2,82 kDa,,0.0016,0.02,"1st high, 2nd low",unknown,2.50E+08,3.90E+08,5.01E+08,3.81E+08,8.35E+08,3.74E+07,0,0,0,0,5.00E+07,0,1.20E+08,4.60E+07,1.22E+08
TRUE,Empty,"Solute carrier family 2, facilitated glucose transporter member 3 OS=Homo sapiens OX=9606 GN=SLC2A3 PE=1 SV=1",P11169,SLC2A3,54 kDa,TRUE,0.0025,0,"1st high, 2nd low",unknown,8.04E+07,1.69E+08,2.14E+08,1.32E+08,3.33E+08,0,0,0,0,0,3.57E+07,0,0,0,0
TRUE,Empty,Suppressor of SWI4 1 homolog OS=Homo sapiens OX=9606 GN=PPAN PE=2 SV=1,Q9NQ55,PPAN,53 kDa,,0.45,1.5,[],unknown,1.33E+08,1.29E+08,1.52E+08,1.26E+08,3.78E+07,4.28E+08,2.36E+07,1.46E+08,2.21E+08,5.68E+07,1.71E+08,1.67E+08,7.92E+07,1.22E+08,2.05E+08
TRUE,Empty,NSFL1 cofactor p47 OS=Homo sapiens OX=9606 GN=NSFL1C PE=1 SV=2,Q9UNZ2,NSFL1C,41 kDa,,1,1,[],unknown,9.24E+07,7.52E+07,1.19E+08,1.34E+08,6.64E+07,7.07E+07,1.44E+08,1.18E+08,3.91E+07,1.16E+08,1.30E+08,2.43E+08,1.65E+08,7.80E+07,2.88E+08
TRUE,Empty,Mitochondrial proton/calcium exchanger protein OS=Homo sapiens OX=9606 GN=LETM1 PE=1 SV=1,O95202,LETM1,83 kDa,,0.017,2.9,"1st low, 2nd high",unknown,1.25E+07,1.74E+07,6.18E+07,3.07E+07,7.90E+07,1.94E+08,6.82E+07,1.15E+08,1.17E+08,8.36E+07,4.94E+07,2.51E+07,4.96E+07,2.49E+07,0
TRUE,Empty,26S proteasome non-ATPase regulatory subunit 5 OS=Homo sapiens OX=9606 GN=PSMD5 PE=1 SV=3,Q16401,PSMD5,56 kDa,,0.81,1.1,[],unknown,1.16E+08,4.76E+07,1.11E+08,8.56E+07,2.35E+08,9.37E+07,7.75E+07,2.22E+08,1.34E+08,1.18E+08,2.21E+08,7.05E+07,8.56E+07,1.45E+08,2.05E+08
TRUE,Empty,Erlin-2 OS=Homo sapiens OX=9606 GN=ERLIN2 PE=1 SV=1,O94905,ERLIN2,38 kDa,TRUE,0.69,0.9,[],unknown,2.34E+08,2.81E+08,1.63E+08,1.89E+07,2.03E+08,5.83E+07,8.91E+07,1.82E+08,2.23E+08,2.29E+08,5.29E+07,1.34E+08,9.81E+07,1.46E+08,2.27E+08
TRUE,Empty,CUGBP Elav-like family member 1 OS=Homo sapiens OX=9606 GN=CELF1 PE=1 SV=2,Q92879,CELF1,52 kDa,,0.28,1.6,[],unknown,0,1.44E+08,8.24E+07,7.71E+07,1.07E+08,7.45E+07,4.08E+07,1.17E+08,2.09E+08,2.19E+08,2.47E+08,1.01E+08,1.80E+08,1.58E+08,2.95E+08
TRUE,Empty,Tetratricopeptide repeat protein 27 OS=Homo sapiens OX=9606 GN=TTC27 PE=1 SV=1,Q6P3X3,TTC27,97 kDa,,0.43,1.4,[],unknown,2.80E+07,1.48E+08,7.51E+07,0,1.39E+08,1.62E+08,6.52E+07,1.33E+08,3.73E+07,1.54E+08,1.09E+08,4.64E+07,8.89E+07,8.66E+07,1.38E+08
TRUE,Empty,Jupiter microtubule associated homolog 1 OS=Homo sapiens OX=9606 GN=JPT1 PE=1 SV=3,Q9UK76,JPT1,16 kDa,,0.0037,3.3,"1st low, 2nd high",unknown,1.00E+08,4.26E+08,1.04E+08,0,3.16E+08,7.20E+08,3.64E+08,6.86E+08,5.77E+08,8.00E+08,4.23E+08,6.08E+08,6.18E+08,3.47E+08,4.38E+08
TRUE,Empty,Lysophosphatidylcholine acyltransferase 1 OS=Homo sapiens OX=9606 GN=LPCAT1 PE=1 SV=2,Q8NF37,LPCAT1,59 kDa,,0.042,2.6,"1st low, 2nd high",unknown,3.39E+07,6.58E+07,4.30E+07,0,1.64E+08,2.43E+08,5.82E+07,1.72E+08,1.89E+08,1.43E+08,9.12E+07,5.65E+07,1.96E+08,1.58E+08,0
TRUE,Empty,"RNA-binding motif protein, X-linked 2 OS=Homo sapiens OX=9606 GN=RBMX2 PE=1 SV=2",Q9Y388,RBMX2,37 kDa,,0.00099,0.3,"1st high, 2nd low",unknown,5.42E+08,3.34E+08,5.07E+08,3.03E+08,4.65E+08,2.53E+08,1.38E+08,7.46E+07,9.26E+07,0,3.17E+08,3.41E+08,2.26E+08,1.99E+08,2.04E+08
TRUE,Empty,Surfeit locus protein 4 OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=3,O15260,SURF4,30 kDa,,0.78,0.9,[],unknown,1.32E+08,1.07E+09,2.08E+08,6.56E+08,8.56E+08,1.32E+09,7.87E+07,7.83E+07,5.67E+08,4.57E+08,5.10E+08,2.10E+08,8.01E+08,7.53E+08,0
TRUE,Empty,ADP-ribosylation factor-like protein 6-interacting protein 4 OS=Homo sapiens OX=9606 GN=ARL6IP4 PE=1 SV=2,Q66PJ3,ARL6IP4,45 kDa,,0.011,1.9,"1st low, 2nd high",unknown,2.20E+08,1.22E+08,2.61E+08,1.59E+08,3.33E+08,2.58E+08,4.09E+08,4.19E+08,4.51E+08,5.51E+08,6.91E+08,5.92E+08,6.27E+08,1.43E+08,2.60E+08
TRUE,Empty,Enhancer of rudimentary homolog OS=Homo sapiens OX=9606 GN=ERH PE=1 SV=1,P84090,ERH,12 kDa,,0.091,1.6,[],unknown,1.15E+08,1.10E+08,1.26E+08,7.08E+07,1.65E+08,9.81E+07,2.51E+08,1.42E+08,1.72E+08,2.82E+08,1.82E+08,1.89E+08,1.87E+08,1.95E+08,2.95E+08
TRUE,Empty,Sorcin OS=Homo sapiens OX=9606 GN=SRI PE=1 SV=1,P30626,SRI,22 kDa,,0.0057,2.5,"1st low, 2nd high",unknown,7.94E+07,4.23E+07,4.89E+07,4.96E+07,1.61E+08,1.84E+08,1.65E+08,2.75E+08,1.88E+08,1.50E+08,2.39E+08,3.44E+07,2.28E+08,1.94E+08,1.15E+08
TRUE,Empty,Coatomer subunit zeta-1 OS=Homo sapiens OX=9606 GN=COPZ1 PE=1 SV=1,P61923,COPZ1,20 kDa,,0.14,1.5,[],unknown,1.06E+08,2.53E+08,4.67E+08,1.95E+08,6.79E+08,5.51E+08,4.53E+08,6.06E+08,4.65E+08,5.16E+08,3.23E+08,2.28E+08,4.26E+08,2.81E+08,3.90E+08
TRUE,Empty,Serine/Arginine-related protein 53 OS=Homo sapiens OX=9606 GN=RSRC1 PE=1 SV=1,Q96IZ7,RSRC1,39 kDa,,0.0011,3.4,"1st low, 2nd high",unknown,2.57E+08,3.52E+07,5.11E+07,1.35E+08,1.74E+08,5.36E+08,3.12E+08,5.29E+08,3.40E+08,5.03E+08,4.38E+08,3.01E+08,4.00E+08,2.23E+08,2.75E+08
TRUE,Empty,Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=2,P30566,ADSL,55 kDa,TRUE,0.036,1.6,"1st low, 2nd high",unknown,8.41E+07,5.71E+07,9.39E+07,8.81E+07,1.86E+08,1.44E+08,1.32E+08,1.74E+08,1.82E+08,1.87E+08,3.37E+08,1.58E+08,1.38E+08,3.95E+08,3.24E+08
TRUE,Empty,Transmembrane 9 superfamily member 3 OS=Homo sapiens OX=9606 GN=TM9SF3 PE=1 SV=2,Q9HD45,TM9SF3,68 kDa,,0.4,0.7,[],unknown,0,9.13E+07,2.84E+08,2.39E+08,3.13E+08,1.15E+08,6.58E+07,1.64E+08,1.93E+08,1.02E+08,1.80E+08,7.76E+07,2.62E+08,1.76E+08,1.55E+08
TRUE,Empty,Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=1 SV=2,Q13404,UBE2V1,16 kDa,TRUE,0.85,1,[],unknown,5.44E+08,5.29E+08,6.84E+08,7.28E+08,5.30E+08,2.48E+08,1.06E+09,5.31E+08,8.97E+08,4.26E+08,0,6.49E+08,7.27E+08,7.51E+08,5.57E+08
TRUE,Empty,Acyl-coenzyme A thioesterase THEM4 OS=Homo sapiens OX=9606 GN=THEM4 PE=1 SV=1,Q5T1C6,THEM4,27 kDa,,0.21,1.6,[],unknown,3.27E+07,1.20E+08,4.79E+07,0,8.99E+07,4.31E+07,7.64E+07,1.17E+08,1.09E+08,1.25E+08,1.30E+08,8.04E+07,1.38E+08,1.41E+08,1.27E+08
TRUE,Empty,Probable ATP-dependent RNA helicase DDX20 OS=Homo sapiens OX=9606 GN=DDX20 PE=1 SV=2,Q9UHI6,DDX20,92 kDa,,0.82,0.9,[],unknown,4.78E+07,5.91E+07,6.61E+07,1.15E+08,6.71E+07,4.33E+07,0,5.05E+07,8.23E+07,1.47E+08,1.22E+08,5.48E+07,3.31E+07,2.04E+08,1.17E+08
TRUE,Empty,60S ribosomal export protein NMD3 OS=Homo sapiens OX=9606 GN=NMD3 PE=1 SV=1,Q96D46,NMD3,58 kDa,,0.016,2.1,"1st low, 2nd high",unknown,1.87E+08,1.32E+08,1.55E+08,0,2.30E+08,2.10E+08,2.23E+08,3.37E+08,3.82E+08,3.53E+08,1.26E+08,4.99E+07,1.98E+08,1.18E+08,3.04E+07
TRUE,Empty,Nuclear pore complex protein Nup153 OS=Homo sapiens OX=9606 GN=NUP153 PE=1 SV=2,P49790,NUP153,154 kDa,,0.0012,12,"1st low, 2nd high",unknown,2.07E+07,0,0,4.45E+07,0,9.29E+07,1.49E+08,1.59E+08,2.49E+08,1.13E+08,0,2.26E+07,1.63E+07,0,9750500
TRUE,Empty,AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3,O00203,AP3B1,121 kDa,,0.8,0.8,[],unknown,5.53E+07,0,5.00E+07,3.43E+07,1.88E+08,5.02E+07,1.12E+08,0,2.04E+07,9.52E+07,1.56E+08,5.02E+07,1.65E+08,3.37E+08,1.82E+08
TRUE,Empty,TBC1 domain family member 4 OS=Homo sapiens OX=9606 GN=TBC1D4 PE=1 SV=2,O60343,TBC1D4,147 kDa,,0.026,7.2,"1st low, 2nd high",unknown,0,3.68E+07,2.56E+07,0,3.59E+07,4.15E+07,1.15E+08,1.99E+08,2.82E+08,7.04E+07,0,6.17E+07,2.65E+07,5.70E+07,7.34E+07
TRUE,Empty,Anillin OS=Homo sapiens OX=9606 GN=ANLN PE=1 SV=2,Q9NQW6,ANLN,124 kDa,,0.011,7.5,"1st low, 2nd high",unknown,7.94E+07,0,0,0,2.30E+07,6.17E+07,1.94E+08,1.06E+08,2.76E+08,1.28E+08,0,1.22E+08,5.11E+07,6.30E+07,3.76E+07
TRUE,Empty,Nucleolar complex protein 3 homolog OS=Homo sapiens OX=9606 GN=NOC3L PE=1 SV=1,Q8WTT2,NOC3L,93 kDa,,0.038,4.1,"1st low, 2nd high",unknown,0,8.52E+07,2.81E+07,0,8.38E+07,2.25E+08,3.20E+07,1.45E+08,2.93E+08,1.11E+08,2.85E+08,4.42E+07,2.74E+08,2.70E+08,0
TRUE,Empty,Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=3,O43795,MYO1B,132 kDa,TRUE,0.066,8.7,[],unknown,0,0,0,0,5.94E+07,7.22E+07,4.89E+07,0,2.28E+08,1.69E+08,4.33E+07,0,2.38E+08,1.60E+08,2.58E+07
TRUE,Empty,Aldo-keto reductase family 1 member C3 OS=Homo sapiens OX=9606 GN=AKR1C3 PE=1 SV=4,P42330,AKR1C3,37 kDa,,< 0.00010,18,"1st low, 2nd high",unknown,7.28E+07,2.26E+07,2.57E+07,0,3.13E+07,6.57E+08,3.56E+08,5.29E+08,6.66E+08,5.58E+08,2.70E+08,3.15E+07,0,1.72E+07,0
TRUE,Empty,Nucleosome assembly protein 1-like 4 OS=Homo sapiens OX=9606 GN=NAP1L4 PE=1 SV=1,Q99733,NAP1L4,43 kDa,TRUE,0.1,2.6,[],unknown,0,1.40E+08,2.46E+08,0,1.84E+08,3.52E+08,0,3.64E+08,5.19E+08,2.48E+08,4.39E+08,1.67E+08,2.24E+08,3.19E+08,0
TRUE,Empty,Delta(24)-sterol reductase OS=Homo sapiens OX=9606 GN=DHCR24 PE=1 SV=2,Q15392,DHCR24,60 kDa,,0.89,1,[],unknown,1.64E+08,3.55E+08,3.12E+08,2.48E+08,5.21E+08,2.41E+08,2.66E+08,3.43E+08,3.88E+08,3.16E+08,5.34E+08,2.19E+08,5.46E+08,3.08E+08,1.59E+08
TRUE,Empty,Tubulin gamma-1 chain OS=Homo sapiens OX=9606 GN=TUBG1 PE=1 SV=2,P23258,TUBG1,51 kDa,,0.13,1.6,[],unknown,7.41E+07,1.22E+08,6.30E+07,8.49E+07,1.42E+08,3.37E+07,1.70E+08,1.91E+08,2.20E+08,1.75E+08,3.24E+08,1.09E+08,2.96E+08,1.74E+08,2.07E+08
TRUE,Empty,Transmembrane emp24 domain-containing protein 7 OS=Homo sapiens OX=9606 GN=TMED7 PE=1 SV=2,Q9Y3B3,TMED7,25 kDa,,0.92,1,[],unknown,1.90E+08,1.31E+08,9.55E+07,6.28E+07,3.03E+08,1.79E+08,1.51E+08,1.66E+08,2.14E+08,9.57E+07,3.71E+08,1.74E+08,3.14E+08,4.40E+08,1.01E+08
TRUE,Empty,"Cytochrome b-c1 complex subunit Rieske, mitochondrial OS=Homo sapiens OX=9606 GN=UQCRFS1 PE=1 SV=2",P47985,UQCRFS1,30 kDa,TRUE,0.0018,0.3,"1st high, 2nd low",unknown,1.24E+08,1.68E+08,1.64E+08,1.61E+08,2.55E+08,3.15E+07,5.63E+07,3.10E+07,1.08E+08,5.48E+07,1.86E+08,0,1.44E+08,1.43E+08,2.47E+08
TRUE,Empty,Glutathione synthetase OS=Homo sapiens OX=9606 GN=GSS PE=1 SV=1,P48637,GSS,52 kDa,,0.022,0.3,"1st high, 2nd low",unknown,3.35E+08,2.10E+08,1.02E+08,8.85E+07,2.21E+08,3.75E+07,0,1.09E+08,0,9.34E+07,5.36E+07,4.74E+07,1.76E+08,3.08E+08,0
TRUE,Empty,Adipocyte plasma membrane-associated protein OS=Homo sapiens OX=9606 GN=APMAP PE=1 SV=2,Q9HDC9,APMAP,46 kDa,,0.066,0.4,[],unknown,3.15E+08,2.72E+08,1.30E+08,1.22E+08,3.45E+08,5.90E+07,6.37E+07,0,2.61E+08,1.15E+08,9.03E+07,9.92E+07,0,7.67E+07,6.71E+07
TRUE,Empty,"39S ribosomal protein L19, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL19 PE=1 SV=2",P49406,MRPL19,34 kDa,,0.95,1,[],unknown,4.26E+07,1.84E+08,1.45E+08,4.77E+07,1.28E+08,2.00E+08,0,1.29E+08,9.71E+07,1.08E+08,1.63E+08,8.48E+07,2.19E+08,1.84E+08,8.23E+07
TRUE,Empty,Histidine triad nucleotide-binding protein 1 OS=Homo sapiens OX=9606 GN=HINT1 PE=1 SV=2,P49773,HINT1,14 kDa,,0.13,3.3,[],unknown,9.20E+07,0,0,0,2.77E+08,4.39E+08,3.32E+08,9716100,3.82E+08,7.12E+07,7.97E+07,5.33E+07,3.45E+08,0,3.42E+08
TRUE,Empty,Protein FAM49B OS=Homo sapiens OX=9606 GN=FAM49B PE=1 SV=1,Q9NUQ9,FAM49B,37 kDa,TRUE,0.0024,6.5,"1st low, 2nd high",unknown,0,3.21E+07,3.55E+07,0,1.44E+08,2.46E+08,1.20E+08,2.78E+08,3.46E+08,3.94E+08,2.35E+08,3.05E+07,6.98E+07,1.47E+08,7.00E+07
TRUE,Empty,Signal peptidase complex catalytic subunit SEC11A OS=Homo sapiens OX=9606 GN=SEC11A PE=1 SV=1,P67812,SEC11A,21 kDa,,0.22,1.4,[],unknown,1.61E+08,1.67E+08,1.33E+08,9.28E+07,3.11E+08,2.05E+08,1.36E+08,2.83E+08,3.66E+08,2.29E+08,1.45E+08,2.56E+08,1.67E+08,2.94E+08,1.58E+08
TRUE,Empty,Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2,Q9NQC3,RTN4,130 kDa,,0.022,2.1,"1st low, 2nd high",unknown,1.76E+08,9.36E+07,1.44E+08,2.14E+08,3.16E+08,3.50E+08,2.72E+08,2.66E+08,5.03E+08,5.61E+08,2.74E+08,1.42E+08,2.26E+08,2.88E+08,6.38E+07
TRUE,Empty,Lysophospholipid acyltransferase 7 OS=Homo sapiens OX=9606 GN=MBOAT7 PE=1 SV=2,Q96N66,MBOAT7,53 kDa,,0.018,0.4,"1st high, 2nd low",unknown,4.15E+08,7.54E+08,3.59E+08,3.59E+08,4.22E+08,1.81E+08,1.71E+08,1.79E+08,3.75E+08,6.99E+07,1.73E+08,2.63E+08,1.40E+08,1.22E+08,6.85E+07
TRUE,Empty,Dipeptidyl peptidase 9 OS=Homo sapiens OX=9606 GN=DPP9 PE=1 SV=3,Q86TI2,DPP9,98 kDa,,0.58,0.8,[],unknown,9.51E+07,1.28E+08,6.06E+07,8.21E+07,3.39E+07,6.31E+07,1.21E+08,7.21E+07,2.60E+07,5.30E+07,1.28E+08,1.18E+08,4.04E+07,1.69E+08,1.51E+08
TRUE,Empty,Programmed cell death protein 4 OS=Homo sapiens OX=9606 GN=PDCD4 PE=1 SV=2,Q53EL6,PDCD4,52 kDa,,0.26,0.4,[],unknown,9.87E+07,3.20E+07,1.08E+08,4.03E+07,3.61E+08,0,9.39E+07,1.23E+08,0,2.38E+07,1.73E+08,2.15E+07,1.63E+08,2.55E+07,2.61E+08
TRUE,Empty,"28S ribosomal protein S22, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS22 PE=1 SV=1",P82650,MRPS22,41 kDa,,0.024,5,"1st low, 2nd high",unknown,4.36E+07,3.87E+07,3.09E+07,0,2.54E+07,4.76E+07,1.15E+08,2.79E+08,9.80E+07,1.54E+08,3.08E+08,1.04E+08,1.32E+08,2.58E+08,1.82E+08
TRUE,Empty,WD repeat-containing protein 74 OS=Homo sapiens OX=9606 GN=WDR74 PE=1 SV=1,Q6RFH5,WDR74,42 kDa,,0.19,0.4,[],unknown,8.75E+07,2.34E+08,1.17E+08,0,1.82E+08,1.27E+08,0,0,1.13E+08,3.52E+07,1.66E+08,1.51E+08,1.24E+08,3.18E+08,1.75E+08
TRUE,Empty,GTPase-activating protein and VPS9 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=GAPVD1 PE=1 SV=2,Q14C86,GAPVD1,165 kDa,,0.037,3.8,"1st low, 2nd high",unknown,0,3.69E+07,2.79E+07,0,7.05E+07,5.69E+07,7.59E+07,8.15E+07,2.08E+08,8.87E+07,0,4.75E+07,7.60E+07,1.60E+08,7.93E+07
TRUE,Empty,"39S ribosomal protein L16, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL16 PE=1 SV=1",Q9NX20,MRPL16,28 kDa,,0.074,3,[],unknown,0,1.09E+08,5.99E+07,0,5.02E+07,1.36E+08,0,1.18E+08,1.82E+08,2.24E+08,7.14E+07,3.77E+07,2.30E+08,1.98E+08,9.21E+07
TRUE,Empty,Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens OX=9606 GN=PCMT1 PE=1 SV=4,P22061,PCMT1,25 kDa,,0.14,3.6,[],unknown,0,1.04E+08,0,0,1.68E+08,3.48E+08,0,1.20E+08,4.00E+08,9.63E+07,4.14E+08,1.11E+08,4.81E+08,3.44E+08,2.55E+08
