Accession,Description,_Coverage,_# Proteins,_# Unique Peptides,_# Peptides,_# PSMs,A13: Area,B13: Area,C13: Area,D13: Area,E13: Area,F13: Area,G13: Area,H13: Area,I13: Area,J13: Area,K13: Area,L13: Area,M13: Area,N13: Area,O13: Area,Score A10,Coverage A10,# Peptides A10,# PSM A10,Score B10,Coverage B10,# Peptides B10,# PSM B10,Score C10,Coverage C10,# Peptides C10,# PSM C10,Score D10,Coverage D10,# Peptides D10,# PSM D10,Score E10,Coverage E10,# Peptides E10,# PSM E10,Score F10,Coverage F10,# Peptides F10,# PSM F10,Score G10,Coverage G10,# Peptides G10,# PSM G10,Score H10,Coverage H10,# Peptides H10,# PSM H10,Score I10,Coverage I10,# Peptides I10,# PSM I10,Score J10,Coverage J10,# Peptides J10,# PSM J10,Score K10,Coverage K10,# Peptides K10,# PSM K10,Score L10,Coverage L10,# Peptides L10,# PSM L10,Score M10,Coverage M10,# Peptides M10,# PSM M10,Score N10,Coverage N10,# Peptides N10,# PSM N10,Score O10,Coverage O10,# Peptides O10,# PSM O10,# AAs,MW [kDa],calc. pI
P35221,Catenin alpha-1 OS=Homo sapiens OX=9606 GN=CTNNA1 PE=1 SV=1 - [CTNA1_HUMAN],6.18,2,3,4,5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.226E6,0.000E0,1.432E5,0.000E0,0.000E0,2.878E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,3.11 ,1.21,1,1,,,,,3.02 ,1.88,1,1,,,,,,,,,11.12 ,4.97,3,3,,,,,,,,,,,,,,,,,906,100.0,6.29
Q86WB0,Nuclear-interacting partner of ALK OS=Homo sapiens OX=9606 GN=ZC3HC1 PE=1 SV=1 - [NIPA_HUMAN],6.18,1,2,2,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.022E6,6.908E5,2.905E5,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56 ,3.19,1,1,3.72 ,2.99,1,1,3.06 ,2.99,1,1,,,,,,,,,502,55.2,5.62
Q9H7N4,"Splicing factor, arginine/serine-rich 19 OS=Homo sapiens OX=9606 GN=SCAF1 PE=1 SV=3 - [SFR19_HUMAN]",6.17,1,5,5,33,1.975E6,1.547E6,1.705E6,3.962E6,0.000E0,2.468E6,2.423E6,1.167E6,1.556E6,7.190E5,8.739E5,9.068E5,1.685E6,7.521E5,1.135E6,11.00 ,2.90,3,3,5.40 ,3.58,2,2,4.81 ,3.58,2,2,7.20 ,2.21,2,2,,,,,5.31 ,1.98,2,2,17.23 ,6.17,5,5,3.04 ,1.30,1,1,3.17 ,1.30,1,1,10.20 ,5.18,4,4,3.16 ,1.30,1,1,6.78 ,2.21,2,2,13.60 ,4.50,3,4,2.53 ,1.30,1,1,9.30 ,4.50,3,3,1312,139.2,9.25
Q96S55,ATPase WRNIP1 OS=Homo sapiens OX=9606 GN=WRNIP1 PE=1 SV=2 - [WRIP1_HUMAN],6.17,1,4,4,4,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.509E6,0.000E0,0.000E0,0.000E0,8.386E5,,,,,,,,,2.68 ,1.50,1,1,,,,,,,,,,,,,,,,,,,,,2.51 ,1.35,1,1,,,,,2.90 ,1.95,1,1,,,,,,,,,,,,,2.64 ,1.35,1,1,665,72.1,6.10
A1L0T0,Acetolactate synthase-like protein OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=2 - [ILVBL_HUMAN],6.17,1,2,2,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.022E6,0.000E0,1.670E6,0.000E0,0.000E0,0.000E0,,,,,,,,,2.78 ,1.27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,3.75 ,4.91,1,1,,,,,2.48 ,1.27,1,1,,,,,,,,,,,,,632,67.8,8.15
Q8NI08,Nuclear receptor coactivator 7 OS=Homo sapiens OX=9606 GN=NCOA7 PE=1 SV=2 - [NCOA7_HUMAN],6.16,1,5,5,10,3.956E5,0.000E0,0.000E0,9.457E5,0.000E0,6.936E5,9.205E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,8.634E5,0.000E0,0.000E0,7.98 ,3.72,3,3,,,,,,,,,5.38 ,2.23,2,2,,,,,6.12 ,2.55,2,2,2.93 ,1.27,1,1,,,,,,,,,,,,,2.58 ,1.49,1,1,,,,,2.91 ,1.17,1,1,,,,,,,,,942,106.1,5.59
O95758,Polypyrimidine tract-binding protein 3 OS=Homo sapiens OX=9606 GN=PTBP3 PE=1 SV=2 - [PTBP3_HUMAN],6.16,2,1,4,17,0.000E0,5.138E6,9.404E6,0.000E0,8.645E6,1.169E5,1.131E6,0.000E0,6.516E5,1.936E6,2.062E7,9.010E6,0.000E0,2.314E6,0.000E0,,,,,3.03 ,1.45,1,1,5.65 ,1.45,1,2,,,,,2.09 ,1.27,1,1,2.68 ,1.81,1,1,3.10 ,1.63,1,1,,,,,2.59 ,1.45,1,1,7.31 ,3.08,2,3,5.86 ,1.45,1,2,7.24 ,4.35,3,3,,,,,5.53 ,3.08,2,2,,,,,552,59.7,9.04
Q03468,DNA excision repair protein ERCC-6 OS=Homo sapiens OX=9606 GN=ERCC6 PE=1 SV=1 - [ERCC6_HUMAN],6.16,2,7,7,13,0.000E0,7.622E5,0.000E0,1.593E6,0.000E0,4.837E5,6.453E5,4.381E5,5.474E5,0.000E0,1.839E6,0.000E0,0.000E0,6.748E5,3.923E5,,,,,3.42 ,1.27,1,1,,,,,3.40 ,0.74,1,1,,,,,2.46 ,0.60,1,1,2.95 ,0.60,1,1,2.50 ,0.60,1,1,1.91 ,0.74,1,1,1.86 ,0.74,1,1,5.87 ,2.14,2,2,,,,,,,,,8.06 ,2.14,3,3,2.57 ,0.74,1,1,1493,168.3,8.09
Q99614,Tetratricopeptide repeat protein 1 OS=Homo sapiens OX=9606 GN=TTC1 PE=1 SV=1 - [TTC1_HUMAN],6.16,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,6.664E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98 ,6.16,1,1,,,,,,,,,,,,,,,,,292,33.5,4.84
O00762,Ubiquitin-conjugating enzyme E2 C OS=Homo sapiens OX=9606 GN=UBE2C PE=1 SV=1 - [UBE2C_HUMAN],6.15,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,4.940E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.91 ,6.15,1,1,,,,,,,,,3.48 ,6.15,1,1,,,,,179,19.6,7.37
P08574,"Cytochrome c1, heme protein, mitochondrial OS=Homo sapiens OX=9606 GN=CYC1 PE=1 SV=3 - [CY1_HUMAN]",6.15,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.404E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.08 ,6.15,2,2,,,,,,,,,,,,,,,,,325,35.4,9.00
P18827,Syndecan-1 OS=Homo sapiens OX=9606 GN=SDC1 PE=1 SV=3 - [SDC1_HUMAN],6.13,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,5.890E5,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48 ,6.13,1,1,,,,,,,,,,,,,,,,,310,32.4,4.63
Q16637,Survival motor neuron protein OS=Homo sapiens OX=9606 GN=SMN1 PE=1 SV=1 - [SMN_HUMAN],6.12,1,1,1,1,0.000E0,0.000E0,3.869E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,2.70 ,6.12,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,31.8,6.55
Q9BX95,Sphingosine-1-phosphate phosphatase 1 OS=Homo sapiens OX=9606 GN=SGPP1 PE=1 SV=2 - [SGPP1_HUMAN],6.12,1,2,2,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.837E6,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06 ,3.85,1,1,,,,,,,,,2.23 ,2.27,1,1,,,,,,,,,441,49.1,8.82
Q96KP4,Cytosolic non-specific dipeptidase OS=Homo sapiens OX=9606 GN=CNDP2 PE=1 SV=2 - [CNDP2_HUMAN],6.11,1,3,3,8,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.374E6,0.000E0,0.000E0,7.205E5,4.256E6,0.000E0,0.000E0,0.000E0,0.000E0,2.33 ,2.11,1,1,,,,,,,,,,,,,,,,,2.51 ,2.11,1,1,3.35 ,2.11,1,1,2.93 ,2.11,1,1,,,,,2.28 ,1.68,1,1,6.34 ,4.42,2,2,,,,,,,,,,,,,3.20 ,2.11,1,1,475,52.8,5.97
Q9BYD3,"39S ribosomal protein L4, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL4 PE=1 SV=1 - [RM04_HUMAN]",6.11,1,1,1,1,0.000E0,0.000E0,8.742E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,3.91 ,6.11,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311,34.9,9.72
O60341,Lysine-specific histone demethylase 1A OS=Homo sapiens OX=9606 GN=KDM1A PE=1 SV=2 - [KDM1A_HUMAN],6.10,1,2,2,7,2.769E5,0.000E0,0.000E0,8.017E5,0.000E0,0.000E0,9.699E5,0.000E0,8.457E5,0.000E0,0.000E0,8.263E5,6.502E5,0.000E0,0.000E0,2.72 ,1.29,1,1,,,,,3.15 ,4.81,1,1,3.01 ,1.29,1,1,,,,,,,,,3.67 ,1.29,1,1,,,,,3.52 ,1.29,1,1,,,,,,,,,2.78 ,1.29,1,1,2.82 ,1.29,1,1,,,,,,,,,852,92.8,6.52
P0DMM9,Sulfotransferase 1A3 OS=Homo sapiens OX=9606 GN=SULT1A3 PE=1 SV=1 - [ST1A3_HUMAN],6.10,3,2,2,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.550E6,0.000E0,0.000E0,2.496E5,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.60 ,6.10,2,2,,,,,,,,,2.06 ,2.71,1,1,,,,,295,34.2,6.01
P36639,"7,8-dihydro-8-oxoguanine triphosphatase OS=Homo sapiens OX=9606 GN=NUDT1 PE=1 SV=3 - [8ODP_HUMAN]",6.09,1,1,1,9,0.000E0,8.746E6,0.000E0,7.942E5,0.000E0,0.000E0,1.946E6,0.000E0,0.000E0,1.200E6,2.861E6,0.000E0,0.000E0,8.397E6,1.266E6,,,,,3.19 ,6.09,1,1,,,,,3.14 ,6.09,1,1,,,,,3.78 ,6.09,1,1,3.80 ,6.09,1,1,,,,,,,,,3.64 ,6.09,1,1,3.89 ,6.09,1,1,,,,,2.72 ,6.09,1,1,3.93 ,6.09,1,1,3.10 ,6.09,1,1,197,22.5,5.27
P50570,Dynamin-2 OS=Homo sapiens OX=9606 GN=DNM2 PE=1 SV=2 - [DYN2_HUMAN],6.09,3,4,4,4,0.000E0,0.000E0,1.472E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.358E6,0.000E0,0.000E0,0.000E0,,,,,,,,,3.26 ,1.26,1,1,3.03 ,2.07,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.04 ,2.76,2,2,,,,,,,,,,,,,870,98.0,7.44
O00165,HCLS1-associated protein X-1 OS=Homo sapiens OX=9606 GN=HAX1 PE=1 SV=2 - [HAX1_HUMAN],6.09,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,4.06 ,6.09,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,31.6,4.92
Q5HYK7,SH3 domain-containing protein 19 OS=Homo sapiens OX=9606 GN=SH3D19 PE=1 SV=2 - [SH319_HUMAN],6.08,1,4,4,8,3.518E5,0.000E0,0.000E0,6.018E5,0.000E0,0.000E0,3.381E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,9.743E5,0.000E0,0.000E0,5.67 ,2.78,2,2,,,,,,,,,6.83 ,2.66,2,2,,,,,,,,,1.85 ,1.39,1,1,,,,,,,,,,,,,,,,,,,,,10.33 ,4.68,3,3,,,,,,,,,790,86.5,8.32
Q71RC2,La-related protein 4 OS=Homo sapiens OX=9606 GN=LARP4 PE=1 SV=3 - [LARP4_HUMAN],6.08,1,3,3,5,0.000E0,7.174E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.290E6,0.000E0,0.000E0,0.000E0,5.914E5,,,,,3.31 ,3.04,1,1,,,,,,,,,,,,,,,,,,,,,2.82 ,1.38,1,1,,,,,,,,,4.79 ,3.04,1,1,,,,,,,,,3.46 ,1.66,1,1,2.83 ,1.38,1,1,724,80.5,6.61
Q9UNQ2,Probable dimethyladenosine transferase OS=Homo sapiens OX=9606 GN=DIMT1 PE=1 SV=1 - [DIM1_HUMAN],6.07,1,2,2,7,0.000E0,0.000E0,0.000E0,1.203E6,0.000E0,0.000E0,6.729E5,0.000E0,7.369E5,0.000E0,0.000E0,0.000E0,8.509E5,8.335E5,0.000E0,,,,,,,,,,,,,2.58 ,2.88,1,1,,,,,,,,,2.70 ,2.88,1,1,,,,,3.25 ,3.19,1,1,,,,,,,,,,,,,3.13 ,2.88,1,1,9.03 ,6.07,2,3,,,,,313,35.2,9.99
Q9UJF2,Ras GTPase-activating protein nGAP OS=Homo sapiens OX=9606 GN=RASAL2 PE=1 SV=2 - [NGAP_HUMAN],6.06,2,6,6,15,1.749E6,0.000E0,0.000E0,1.592E6,0.000E0,0.000E0,1.412E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,9.895E5,0.000E0,0.000E0,13.73 ,4.21,4,5,,,,,,,,,11.85 ,3.60,4,4,,,,,,,,,10.94 ,3.25,3,4,,,,,,,,,,,,,,,,,,,,,5.59 ,2.19,2,2,,,,,,,,,1139,128.5,8.24
Q17RY6,Lymphocyte antigen 6K OS=Homo sapiens OX=9606 GN=LY6K PE=1 SV=2 - [LY6K_HUMAN],6.06,1,1,1,15,1.379E6,2.281E6,2.391E6,3.075E6,1.114E6,1.587E6,3.253E6,1.566E6,1.802E6,3.397E6,4.855E6,2.833E6,3.369E6,2.140E6,1.362E6,3.38 ,6.06,1,1,3.62 ,6.06,1,1,3.26 ,6.06,1,1,3.42 ,6.06,1,1,3.23 ,6.06,1,1,3.48 ,6.06,1,1,3.66 ,6.06,1,1,2.95 ,6.06,1,1,3.34 ,6.06,1,1,3.34 ,6.06,1,1,3.32 ,6.06,1,1,3.07 ,6.06,1,1,3.37 ,6.06,1,1,3.61 ,6.06,1,1,3.65 ,6.06,1,1,165,18.7,7.43
Q9H9Q2,COP9 signalosome complex subunit 7b OS=Homo sapiens OX=9606 GN=COPS7B PE=1 SV=1 - [CSN7B_HUMAN],6.06,1,1,1,12,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.120E8,1.289E8,1.389E8,8.514E7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.066E8,,,,,3.91 ,6.06,1,1,3.49 ,6.06,1,1,,,,,,,,,10.39 ,6.06,1,3,3.82 ,6.06,1,1,3.24 ,6.06,1,1,3.93 ,6.06,1,1,,,,,4.18 ,6.06,1,1,,,,,,,,,3.10 ,6.06,1,1,8.10 ,6.06,1,2,264,29.6,6.15
P82675,"28S ribosomal protein S5, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS5 PE=1 SV=2 - [RT05_HUMAN]",6.05,1,2,2,3,0.000E0,1.893E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.005E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,4.16 ,3.26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.66 ,6.05,2,2,,,,,,,,,,,,,,,,,430,48.0,9.92
Q9BTE1,Dynactin subunit 5 OS=Homo sapiens OX=9606 GN=DCTN5 PE=1 SV=1 - [DCTN5_HUMAN],6.04,1,1,1,3,0.000E0,0.000E0,0.000E0,1.912E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.611E6,0.000E0,1.666E6,0.000E0,,,,,,,,,,,,,3.69 ,6.04,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93 ,6.04,1,1,,,,,2.84 ,6.04,1,1,,,,,182,20.1,8.02
P78310,Coxsackievirus and adenovirus receptor OS=Homo sapiens OX=9606 GN=CXADR PE=1 SV=1 - [CXAR_HUMAN],6.03,1,2,2,7,1.879E6,0.000E0,0.000E0,3.511E6,0.000E0,0.000E0,2.009E6,0.000E0,0.000E0,9.716E5,0.000E0,0.000E0,4.415E6,0.000E0,0.000E0,3.62 ,2.47,1,1,,,,,,,,,2.95 ,2.47,1,1,,,,,,,,,5.35 ,6.03,2,2,,,,,,,,,2.56 ,3.56,1,1,,,,,,,,,6.41 ,6.03,2,2,,,,,,,,,365,40.0,7.56
Q9Y3C6,Peptidyl-prolyl cis-trans isomerase-like 1 OS=Homo sapiens OX=9606 GN=PPIL1 PE=1 SV=1 - [PPIL1_HUMAN],6.02,1,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.371E6,0.000E0,5.756E5,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74 ,6.02,1,1,,,,,2.15 ,6.02,1,1,,,,,,,,,166,18.2,7.99
Q92973,Transportin-1 OS=Homo sapiens OX=9606 GN=TNPO1 PE=1 SV=2 - [TNPO1_HUMAN],6.01,1,4,4,14,0.000E0,1.238E6,0.000E0,1.617E6,1.639E6,1.947E6,2.391E6,1.676E6,2.011E6,0.000E0,7.956E6,0.000E0,0.000E0,4.292E6,0.000E0,,,,,9.98 ,6.01,4,4,,,,,3.24 ,1.22,1,1,3.26 ,1.22,1,1,2.68 ,1.22,1,1,2.95 ,1.22,1,1,2.58 ,1.22,1,1,2.83 ,1.22,1,1,,,,,6.20 ,2.90,2,2,3.15 ,1.22,1,1,,,,,3.37 ,1.22,1,1,,,,,898,102.3,4.98
Q9H307,Pinin OS=Homo sapiens OX=9606 GN=PNN PE=1 SV=5 - [PININ_HUMAN],6.00,1,4,4,12,0.000E0,7.874E5,0.000E0,0.000E0,0.000E0,3.070E5,4.566E5,4.016E5,5.605E5,0.000E0,3.513E6,8.987E5,0.000E0,4.992E5,0.000E0,,,,,5.39 ,2.79,2,2,2.63 ,1.53,1,1,,,,,,,,,3.36 ,1.53,1,1,2.54 ,1.53,1,1,1.86 ,1.53,1,1,3.05 ,1.53,1,1,,,,,9.97 ,4.32,3,3,2.76 ,1.53,1,1,,,,,2.49 ,1.67,1,1,,,,,717,81.6,7.14
Q9NPI1,Bromodomain-containing protein 7 OS=Homo sapiens OX=9606 GN=BRD7 PE=1 SV=1 - [BRD7_HUMAN],5.99,1,3,3,15,0.000E0,5.993E5,0.000E0,5.883E5,4.498E5,5.505E5,0.000E0,7.308E5,4.592E5,0.000E0,0.000E0,5.749E5,0.000E0,7.035E5,4.577E5,,,,,5.30 ,4.15,2,2,,,,,2.54 ,1.54,1,1,2.01 ,2.61,1,1,6.60 ,4.15,2,2,2.37 ,1.54,1,1,6.54 ,4.15,2,2,5.58 ,4.15,2,2,,,,,,,,,3.43 ,2.61,1,1,,,,,7.01 ,4.45,2,2,2.48 ,1.54,1,1,651,74.1,6.39
Q32P28,Prolyl 3-hydroxylase 1 OS=Homo sapiens OX=9606 GN=P3H1 PE=1 SV=2 - [P3H1_HUMAN],5.98,1,4,4,32,0.000E0,7.887E5,1.356E6,1.348E6,2.884E5,9.928E5,1.045E6,4.823E5,6.149E5,7.336E5,3.849E6,1.358E6,1.637E6,6.225E5,7.102E5,3.48 ,1.77,1,1,4.75 ,1.77,1,1,12.95 ,4.76,3,3,8.45 ,3.13,2,2,2.98 ,1.63,1,1,14.37 ,5.98,4,4,9.10 ,3.40,2,2,12.05 ,4.76,3,3,6.93 ,2.99,2,2,6.08 ,3.13,2,2,16.00 ,4.76,3,4,6.02 ,2.99,2,2,3.45 ,1.77,1,1,3.81 ,1.63,1,1,12.67 ,4.76,3,3,736,83.3,5.14
Q12972,Nuclear inhibitor of protein phosphatase 1 OS=Homo sapiens OX=9606 GN=PPP1R8 PE=1 SV=2 - [PP1R8_HUMAN],5.98,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,2.76 ,5.98,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,38.5,7.37
Q9UIA9,Exportin-7 OS=Homo sapiens OX=9606 GN=XPO7 PE=1 SV=3 - [XPO7_HUMAN],5.98,1,6,6,11,0.000E0,0.000E0,0.000E0,3.041E5,0.000E0,2.574E5,0.000E0,0.000E0,0.000E0,0.000E0,2.748E6,0.000E0,3.110E5,1.291E6,0.000E0,,,,,,,,,,,,,6.02 ,1.93,2,2,,,,,5.51 ,1.93,2,2,,,,,,,,,,,,,,,,,13.01 ,4.14,4,4,,,,,2.97 ,0.92,1,1,6.19 ,1.93,2,2,,,,,1087,123.8,6.32
P61421,V-type proton ATPase subunit d 1 OS=Homo sapiens OX=9606 GN=ATP6V0D1 PE=1 SV=1 - [VA0D1_HUMAN],5.98,1,2,2,3,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.552E5,0.000E0,0.000E0,2.754E5,0.000E0,0.000E0,5.077E5,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,2.22 ,2.28,1,1,,,,,,,,,3.37 ,3.70,1,1,,,,,,,,,3.23 ,3.70,1,1,,,,,,,,,,,,,351,40.3,5.00
O95166,Gamma-aminobutyric acid receptor-associated protein OS=Homo sapiens OX=9606 GN=GABARAP PE=1 SV=1 - [GBRAP_HUMAN],5.98,3,1,1,2,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.016E6,0.000E0,0.000E0,0.000E0,2.413E6,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18 ,5.98,1,1,,,,,,,,,,,,,2.38 ,5.98,1,1,,,,,,,,,,,,,117,13.9,8.79
Q96EK6,Glucosamine 6-phosphate N-acetyltransferase OS=Homo sapiens OX=9606 GN=GNPNAT1 PE=1 SV=1 - [GNA1_HUMAN],5.98,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.780E6,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48 ,5.98,1,1,,,,,,,,,,,,,184,20.7,7.99
P61916,NPC intracellular cholesterol transporter 2 OS=Homo sapiens OX=9606 GN=NPC2 PE=1 SV=1 - [NPC2_HUMAN],5.96,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,2.078E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86 ,5.96,1,1,,,,,,,,,,,,,,,,,151,16.6,7.65
Q9BW19,Kinesin-like protein KIFC1 OS=Homo sapiens OX=9606 GN=KIFC1 PE=1 SV=2 - [KIFC1_HUMAN],5.94,1,3,3,9,0.000E0,5.083E5,0.000E0,8.802E5,5.608E5,0.000E0,5.173E5,0.000E0,0.000E0,0.000E0,1.162E6,0.000E0,0.000E0,7.384E5,0.000E0,,,,,4.83 ,1.93,1,1,3.64 ,1.93,1,1,4.76 ,1.93,1,1,4.73 ,1.93,1,1,,,,,4.12 ,1.93,1,1,,,,,,,,,,,,,7.40 ,4.01,2,2,2.28 ,1.93,1,1,,,,,4.64 ,1.93,1,1,,,,,673,73.7,8.98
Q96P63,Serpin B12 OS=Homo sapiens OX=9606 GN=SERPINB12 PE=1 SV=1 - [SPB12_HUMAN],5.93,1,2,2,3,0.000E0,0.000E0,0.000E0,0.000E0,2.444E6,5.006E6,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,7.15 ,5.93,2,2,3.98 ,3.95,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405,46.2,5.53
Q6DD88,Atlastin-3 OS=Homo sapiens OX=9606 GN=ATL3 PE=1 SV=1 - [ATLA3_HUMAN],5.91,1,2,2,4,0.000E0,0.000E0,5.895E5,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,3.436E6,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,2.30 ,2.03,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.36 ,5.91,2,3,,,,,,,,,,,,,,,,,541,60.5,5.66
Q9UKW4,Guanine nucleotide exchange factor VAV3 OS=Homo sapiens OX=9606 GN=VAV3 PE=1 SV=1 - [VAV3_HUMAN],5.90,1,1,1,1,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,1.286E7,0.000E0,0.000E0,0.000E0,0.000E0,0.000E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91 ,5.90,1,1,,,,,,,,,,,,,,,,,,,,,847,97.7,7.05
P62070,Ras-related protein R-Ras2 OS=Homo sapiens OX=9606 GN=RRAS2 PE=1 SV=1 - [RRAS2_HUMAN],5.88,1,1,1,7,0.000E0,4.708E5,4.330E5,6.176E5,0.000E0,2.387E5,0.000E0,0.000E0,0.000E0,0.000E0,1.399E6,5.909E5,0.000E0,0.000E0,0.000E0,,,,,2.80 ,5.88,1,1,2.14 ,5.88,1,1,3.62 ,5.88,1,1,,,,,2.53 ,5.88,1,1,,,,,,,,,,,,,2.74 ,5.88,1,1,2.97 ,5.88,1,1,2.75 ,5.88,1,1,,,,,,,,,,,,,204,23.4,6.01
